tiempo_s,vd,v,theta,alpha,omegal,omegar,ul,ur,sl,sr
95.600,0.0000,0.0000,0.06329,-0.10981,0.0000,0.0000,0.0000,0.0000,108,74
95.700,0.0000,0.0000,0.06095,-0.10981,0.0000,0.0000,0.0000,0.0000,108,74
95.800,0.0000,0.0000,0.06095,-0.10981,0.0000,0.0000,0.0000,0.0000,108,74
95.900,0.0000,0.0000,0.06095,-0.10981,0.0000,0.0000,0.0000,0.0000,107,74
96.000,0.0000,0.0000,0.06095,-0.10981,0.0000,0.0000,0.0000,0.0000,107,74
96.100,0.0000,0.0000,0.06095,-0.10981,0.0000,0.0000,0.0000,0.0000,107,74
96.200,0.0000,0.0000,0.06095,-0.10981,0.0000,0.0000,0.0000,0.0000,108,74
96.300,0.0000,0.0000,0.06329,-0.10981,0.0000,0.0000,0.0000,0.0000,108,74
96.400,0.0000,0.0000,0.06095,-0.10981,0.0000,0.0000,0.0000,0.0000,107,74
96.500,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,74
96.600,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,74
96.700,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,74
96.800,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,74
96.900,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,74
97.000,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,107,74
97.100,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,74
97.200,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,74
97.300,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,75
97.400,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,75
97.500,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,74
97.600,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,75
97.700,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,107,75
97.800,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,75
97.900,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,75
98.000,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,75
98.100,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,75
98.200,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,75
98.300,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,75
98.400,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,74
98.500,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,107,74
98.600,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,74
98.700,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,74
98.800,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,107,75
98.900,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,107,74
99.000,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,74
99.100,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,107,74
99.200,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,107,74
99.300,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,74
99.400,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,107,74
99.500,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,107,75
99.600,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,107,75
99.700,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,75
99.800,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,107,74
99.900,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,107,75
100.000,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,75
100.100,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,75
100.200,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,107,75
100.300,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,75
100.400,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,75
100.500,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,75
100.600,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,108,75
100.700,0.0000,0.0000,0.05860,-0.09883,0.0000,0.0000,0.0000,0.0000,107,75
100.800,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,107,75
100.900,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,107,74
101.000,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,107,74
101.100,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,107,75
101.200,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,107,75
101.300,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,107,75
101.400,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,107,74
101.500,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,107,75
101.600,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,107,74
101.700,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,107,75
101.800,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,107,74
101.900,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,107,74
102.000,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,107,74
102.100,0.0000,0.0000,0.06095,-0.09883,0.0000,0.0000,0.0000,0.0000,107,74
102.200,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
102.300,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
102.400,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
102.500,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
102.600,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
102.700,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
102.800,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
102.900,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
103.000,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
103.100,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
103.200,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
103.300,0.0000,0.0000,0.05860,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
103.400,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
103.500,0.0000,0.0000,0.05860,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
103.600,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
103.700,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
103.800,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
103.900,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
104.000,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
104.100,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
104.200,0.0000,0.0000,0.05860,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
104.300,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
104.400,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
104.500,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
104.600,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
104.700,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
104.800,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
104.900,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
105.000,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
105.100,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
105.200,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
105.300,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
105.400,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
105.500,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
105.600,0.0000,0.0000,0.05860,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
105.700,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
105.800,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
105.900,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
106.000,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
106.100,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
106.200,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
106.300,0.0000,0.0000,0.05860,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
106.400,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
106.500,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
106.600,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
106.700,0.0000,0.0000,0.05860,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
106.800,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
106.900,0.0000,0.0000,0.05860,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
107.000,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
107.100,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,108,74
107.200,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
107.300,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
107.400,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,108,75
107.500,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,108,75
107.600,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,74
107.700,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
107.800,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
107.900,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,108,75
108.000,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
108.100,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
108.200,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
108.300,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
108.400,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
108.500,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,108,75
108.600,0.0000,0.0000,0.05860,-0.08784,0.0000,0.0000,0.0000,0.0000,106,74
108.700,0.0000,0.0000,0.05860,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
108.800,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
108.900,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
109.000,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
109.100,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,107,75
109.200,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,108,75
109.300,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,108,75
109.400,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,108,75
109.500,0.0000,0.0000,0.06095,-0.08784,0.0000,0.0000,0.0000,0.0000,108,75
109.600,0.0000,0.0000,0.06095,-0.07686,0.0000,0.0000,0.0000,0.0000,108,75
109.700,0.0000,0.0000,0.06095,-0.07686,0.0000,0.0000,0.0000,0.0000,108,75
109.800,0.0000,0.0000,0.05860,-0.07686,0.0000,0.0000,0.0000,0.0000,108,75
109.900,0.0000,0.0000,0.06095,-0.07686,0.0000,0.0000,0.0000,0.0000,108,75
110.000,0.0000,0.0000,0.06095,-0.07686,0.0000,0.0000,0.0000,0.0000,108,75
110.100,0.0000,0.0000,0.06095,-0.07686,0.0000,0.0000,0.0000,0.0000,108,75
110.200,0.0000,0.0000,0.05860,-0.07686,0.0000,0.0000,0.0000,0.0000,108,75
110.300,0.0000,0.0000,0.05860,-0.07686,0.0000,0.0000,0.0000,0.0000,108,76
110.400,0.0000,0.0000,0.05860,-0.07686,0.0000,0.0000,0.0000,0.0000,108,76
110.500,0.0000,0.0000,0.05860,-0.07686,0.0000,0.0000,0.0000,0.0000,108,76
110.600,0.0000,0.0000,0.05860,-0.07686,0.0000,0.0000,0.0000,0.0000,108,76
110.700,0.0000,0.0000,0.05860,-0.07686,0.0000,0.0000,0.0000,0.0000,108,76
110.800,0.0000,0.0000,0.05860,-0.07686,0.0000,0.0000,0.0000,0.0000,108,76
110.900,0.0000,0.0000,0.05860,-0.06588,0.0000,0.0000,0.0000,0.0000,108,76
111.000,0.0000,0.0000,0.05860,-0.06588,0.0000,0.0000,0.0000,0.0000,108,77
111.100,0.0000,0.0000,0.05626,-0.06588,0.0000,0.0000,0.0000,0.0000,108,77
111.200,0.0000,0.0000,0.05626,-0.06588,0.0000,0.0000,0.0000,0.0000,108,77
111.300,0.0000,0.0000,0.05626,-0.06588,0.0000,0.0000,0.0000,0.0000,108,78
111.400,0.0000,0.0000,0.05626,-0.06588,0.0000,0.0000,0.0000,0.0000,108,78
111.500,0.0000,0.0000,0.05626,-0.05490,0.0000,0.0000,0.0000,0.0000,109,78
111.600,0.0000,0.0000,0.05626,-0.05490,0.0000,0.0000,0.0000,0.0000,109,79
111.700,0.0000,0.0000,0.05391,-0.05490,0.0000,0.0000,0.0000,0.0000,109,79
111.800,0.0000,0.0000,0.05391,-0.05490,0.0000,0.0000,0.0000,0.0000,109,80
111.900,0.0000,0.0000,0.05391,-0.04392,0.0000,0.0000,0.0000,0.0000,109,80
112.000,0.0000,0.0000,0.05391,-0.04392,0.0000,0.0000,0.0000,0.0000,110,81
112.100,0.0000,0.0000,0.05391,-0.04392,0.0000,0.0000,0.0000,0.0000,110,81
112.200,0.0000,0.0000,0.05391,-0.04392,0.0000,0.0000,0.0000,0.0000,110,82
112.300,0.0000,0.0000,0.05157,-0.03294,0.0000,0.0000,0.0000,0.0000,111,82
112.400,0.0000,0.0000,0.05157,-0.03294,0.0000,0.0000,0.0000,0.0000,111,83
112.500,0.0000,0.0000,0.04923,-0.03294,0.0000,0.0000,0.0000,0.0000,111,84
112.600,0.0000,0.0000,0.04923,-0.02196,0.0000,0.0000,0.0000,0.0000,111,84
112.700,0.0000,0.0000,0.04923,-0.02196,0.0000,0.0000,0.0000,0.0000,112,85
112.800,0.0000,0.0000,0.04688,-0.01098,0.0000,0.0000,0.0000,0.0000,112,86
112.900,0.0000,0.0000,0.04454,-0.01098,0.0000,0.0000,0.0000,0.0000,112,87
113.000,0.0000,0.0000,0.04454,0.00000,0.0000,0.0000,0.0000,0.0000,112,88
113.100,0.0000,0.0000,0.04219,0.01098,0.0000,0.0000,0.0000,0.0000,113,89
113.200,0.0000,0.0000,0.04219,0.02196,0.0000,0.0000,0.0000,0.0000,114,91
113.300,0.0000,0.0000,0.03985,0.03294,0.0000,0.0000,0.0000,0.0000,114,92
113.400,0.0000,0.0000,0.03751,0.04392,0.0000,0.0000,0.0000,0.0000,115,94
113.500,0.0000,0.0000,0.03516,0.04392,0.0000,0.0000,0.0000,0.0000,115,96
113.600,0.0000,0.0000,0.03282,0.06588,0.0000,0.0000,0.0000,0.0000,116,98
113.700,0.0000,0.0000,0.03047,0.07686,0.0000,0.0000,0.0000,0.0000,118,101
113.800,0.0000,0.0000,0.02579,0.08784,0.0000,0.0000,0.0000,0.0000,119,104
113.900,0.0000,0.0000,0.02579,0.09883,0.0000,0.0000,0.0000,0.0000,120,106
114.000,0.0000,0.0000,0.02110,0.10981,0.0000,0.0000,0.0000,0.0000,121,109
114.100,0.0000,0.0000,0.01875,0.13177,0.0000,0.0000,0.0000,0.0000,123,112
114.200,0.0000,0.0000,0.01875,0.14275,0.0000,0.0000,0.0000,0.0000,125,115
114.300,0.0000,0.0000,0.01641,0.15373,0.0000,0.0000,0.0000,0.0000,128,118
114.400,0.0000,0.0000,0.01406,0.17569,0.0000,0.0000,0.0000,0.0000,130,122
114.500,0.0000,0.0000,0.01406,0.18667,0.0000,0.0000,0.0000,0.0000,132,124
114.600,0.0000,0.0000,0.01406,0.19765,0.0000,0.0000,0.0000,0.0000,136,128
114.700,0.0000,0.0000,0.01406,0.21961,0.0000,0.0000,0.0000,0.0000,138,130
114.800,0.0000,0.0000,0.01406,0.23059,0.0000,0.0000,0.0000,0.0000,141,133
114.900,0.0000,0.0000,0.01406,0.24157,0.0000,0.0000,0.0000,0.0000,143,135
115.000,0.0000,0.0000,0.01406,0.24157,0.0000,0.0000,0.0000,0.0000,145,137
115.100,0.0000,0.0063,0.01406,0.25255,0.3460,0.0000,0.0000,0.0000,147,139
115.200,0.0000,0.0000,0.01406,0.25255,0.0000,0.0000,0.0000,0.0000,148,140
115.300,0.0000,0.0000,0.01406,0.26353,0.0000,0.0000,0.0000,0.0000,149,141
115.400,0.0000,0.0000,0.01172,0.26353,0.0000,0.0000,0.0000,0.0000,150,143
115.500,0.0000,0.0000,0.01172,0.25255,0.0000,0.0000,0.0000,0.0000,151,144
115.600,0.0000,0.0000,0.01172,0.25255,0.0000,0.0000,0.0000,0.0000,151,144
115.700,0.0000,0.0000,0.01172,0.24157,0.0000,0.0000,0.0000,0.0000,152,145
115.800,0.0000,0.0000,0.01172,0.24157,0.0000,0.0000,0.0000,0.0000,151,145
115.900,0.0000,0.0000,0.01172,0.23059,0.0000,0.0000,0.0000,0.0000,151,144
116.000,0.0000,0.0000,0.01406,0.21961,0.0000,0.0000,0.0000,0.0000,151,143
116.100,0.0000,0.0000,0.01406,0.20863,0.0000,0.0000,0.0000,0.0000,150,142
116.200,0.0000,0.0000,0.01406,0.19765,0.0000,0.0000,0.0000,0.0000,150,141
116.300,0.0000,0.0000,0.01641,0.18667,0.0000,0.0000,0.0000,0.0000,149,140
116.400,0.0000,0.0000,0.01875,0.17569,0.0000,0.0000,0.0000,0.0000,148,138
116.500,0.0000,0.0000,0.02579,0.16471,0.0000,0.0000,0.0000,0.0000,148,134
116.600,0.0000,0.0000,0.02579,0.15373,0.0000,0.0000,0.0000,0.0000,147,132
116.700,0.0000,0.0000,0.02813,0.13177,0.0000,0.0000,0.0000,0.0000,146,131
116.800,0.0000,0.0000,0.01875,0.12079,0.0000,0.0000,0.0000,0.0000,143,132
116.900,0.0000,0.0000,0.01875,0.10981,0.0000,0.0000,0.0000,0.0000,142,131
117.000,0.0000,0.0000,0.01875,0.09883,0.0000,0.0000,0.0000,0.0000,141,131
117.100,0.0000,-0.0078,0.00938,0.07686,-0.4614,0.0000,-0.0828,0.0000,139,133
117.200,0.0000,0.0000,0.01172,0.06588,0.0000,0.0000,0.0000,0.0000,138,131
117.300,0.0000,0.0000,0.00938,0.05490,0.0000,0.0000,0.0000,0.0000,137,131
117.400,0.0000,0.0000,0.01172,0.04392,0.0000,0.0000,0.0000,0.0000,136,129
117.500,0.0000,0.0000,0.01406,0.03294,0.0000,0.0000,0.0000,0.0000,134,126
117.600,0.0000,0.0000,0.01641,0.02196,0.0000,0.0000,0.0000,0.0000,133,123
117.700,0.0000,0.0000,0.01641,0.00000,0.0000,0.0000,0.0000,0.0000,131,122
117.800,0.0000,0.0000,0.01641,-0.01098,0.0000,0.0000,0.0000,0.0000,130,120
117.900,0.0000,0.0000,0.01875,-0.02196,0.0000,0.0000,0.0000,0.0000,128,117
118.000,0.0000,0.0000,0.01875,-0.04392,0.0000,0.0000,0.0000,0.0000,126,116
118.100,0.0000,0.0000,0.01875,-0.05490,0.0000,0.0000,0.0000,0.0000,125,114
118.200,0.0000,0.0000,0.02110,-0.06588,0.0000,0.0000,0.0000,0.0000,124,112
118.300,0.0000,0.0000,0.02110,-0.07686,0.0000,0.0000,0.0000,0.0000,122,110
118.400,0.0000,0.0000,0.02579,-0.08784,0.0000,0.0000,0.0000,0.0000,122,108
118.500,0.0000,0.0000,0.02579,-0.10981,0.0000,0.0000,0.0000,0.0000,120,106
118.600,0.0000,0.0000,0.02813,-0.12079,0.0000,0.0000,0.0000,0.0000,119,104
118.700,0.0000,0.0000,0.02813,-0.13177,0.0000,0.0000,0.0000,0.0000,118,102
118.800,0.0000,0.0000,0.03047,-0.14275,0.0000,0.0000,0.0000,0.0000,117,100
118.900,0.0000,0.0000,0.03282,-0.15373,0.0000,0.0000,0.0000,0.0000,116,98
119.000,0.0000,0.0000,0.03516,-0.16471,0.0000,0.0000,0.0000,0.0000,116,96
119.100,0.0000,0.0000,0.03751,-0.17569,0.0000,0.0000,0.0000,0.0000,115,94
119.200,0.0000,0.0000,0.03985,-0.18667,0.0000,0.0000,0.0000,0.0000,114,92
119.300,0.0000,0.0000,0.04219,-0.19765,0.0000,0.0000,0.0000,0.0000,114,90
119.400,0.0000,0.0000,0.04454,-0.20863,0.0000,0.0000,0.0000,0.0000,113,88
119.500,0.0000,0.0000,0.04688,-0.21961,0.0000,0.0000,0.0000,0.0000,112,87
119.600,0.0000,0.0000,0.04923,-0.21961,0.0000,0.0000,0.0000,0.0000,112,85
119.700,0.0000,0.0000,0.04923,-0.23059,0.0000,0.0000,0.0000,0.0000,111,83
119.800,0.0000,0.0000,0.05391,-0.24157,0.0000,0.0000,0.0000,0.0000,110,82
119.900,0.0000,0.0000,0.05626,-0.25255,0.0000,0.0000,0.0000,0.0000,110,79
120.000,0.0000,0.0000,0.06329,-0.26353,0.0000,0.0000,0.0000,0.0000,110,76
120.100,0.0000,0.0000,0.06564,-0.26353,0.0000,0.0000,0.0000,0.0000,110,74
120.200,0.0000,0.0000,0.06564,-0.27451,0.0000,0.0000,0.0000,0.0000,109,73
120.300,0.0000,0.0000,0.06564,-0.28549,0.0000,0.0000,0.0000,0.0000,108,72
120.400,0.0000,0.0000,0.06798,-0.28549,0.0000,0.0000,0.0000,0.0000,108,71
120.500,0.0000,0.0000,0.06798,-0.29648,0.0000,0.0000,0.0000,0.0000,107,70
120.600,0.0000,-0.0078,0.07032,-0.29648,-0.4614,0.0000,-0.0828,0.0000,107,69
120.700,0.0000,0.0000,0.07032,-0.29648,0.0000,0.0000,0.0000,0.0000,107,68
120.800,0.0000,0.0000,0.07032,-0.30746,0.0000,0.0000,0.0000,0.0000,106,68
120.900,0.0000,0.0000,0.07032,-0.30746,0.0000,0.0000,0.0000,0.0000,106,67
121.000,0.0000,0.0000,0.07267,-0.30746,0.0000,0.0000,0.0000,0.0000,106,67
121.100,0.0000,0.0000,0.07267,-0.30746,0.0000,0.0000,0.0000,0.0000,105,67
121.200,0.0000,0.0000,0.07267,-0.29648,0.0000,0.0000,0.0000,0.0000,105,66
121.300,0.0000,0.0000,0.07267,-0.29648,0.0000,0.0000,0.0000,0.0000,106,66
121.400,0.0000,0.0000,0.07267,-0.29648,0.0000,0.0000,0.0000,0.0000,106,66
121.500,0.0000,0.0000,0.07267,-0.29648,0.0000,0.0000,0.0000,0.0000,106,66
121.600,0.0000,0.0000,0.07267,-0.29648,0.0000,0.0000,0.0000,0.0000,106,67
121.700,0.0000,0.0000,0.07267,-0.28549,0.0000,0.0000,0.0000,0.0000,106,67
121.800,0.0000,0.0000,0.07267,-0.28549,0.0000,0.0000,0.0000,0.0000,106,67
121.900,0.0000,0.0000,0.07267,-0.28549,0.0000,0.0000,0.0000,0.0000,106,67
122.000,0.0000,0.0000,0.07267,-0.27451,0.0000,0.0000,0.0000,0.0000,106,67
122.100,0.0000,0.0000,0.07267,-0.27451,0.0000,0.0000,0.0000,0.0000,107,68
122.200,0.0000,0.0000,0.07032,-0.27451,0.0000,0.0000,0.0000,0.0000,107,68
122.300,0.0000,0.0000,0.07032,-0.27451,0.0000,0.0000,0.0000,0.0000,107,68
122.400,0.0000,0.0000,0.07032,-0.26353,0.0000,0.0000,0.0000,0.0000,107,69
122.500,0.0000,0.0000,0.07032,-0.26353,0.0000,0.0000,0.0000,0.0000,107,69
122.600,0.0000,0.0000,0.07032,-0.26353,0.0000,0.0000,0.0000,0.0000,107,69
122.700,0.0000,0.0000,0.07032,-0.26353,0.0000,0.0000,0.0000,0.0000,107,69
122.800,0.0000,0.0000,0.07032,-0.26353,0.0000,0.0000,0.0000,0.0000,107,69
122.900,0.0000,0.0000,0.07032,-0.26353,0.0000,0.0000,0.0000,0.0000,107,69
123.000,0.0000,0.0000,0.07032,-0.26353,0.0000,0.0000,0.0000,0.0000,107,69
123.100,0.0000,0.0000,0.07032,-0.26353,0.0000,0.0000,0.0000,0.0000,107,69
123.200,0.0000,0.0000,0.07032,-0.26353,0.0000,0.0000,0.0000,0.0000,107,69
123.300,0.0000,0.0000,0.07032,-0.26353,0.0000,0.0000,0.0000,0.0000,107,69
123.400,0.0000,0.0000,0.07032,-0.26353,0.0000,0.0000,0.0000,0.0000,107,68
123.500,0.0000,0.0000,0.07032,-0.26353,0.0000,0.0000,0.0000,0.0000,107,68
123.600,0.0000,0.0000,0.07032,-0.25255,0.0000,0.0000,0.0000,0.0000,107,68
123.700,0.0000,0.0000,0.07032,-0.25255,0.0000,0.0000,0.0000,0.0000,107,68
123.800,0.0000,0.0000,0.07032,-0.25255,0.0000,0.0000,0.0000,0.0000,107,68
123.900,0.0000,0.0000,0.07032,-0.25255,0.0000,0.0000,0.0000,0.0000,106,68
124.000,0.0000,0.0000,0.07032,-0.25255,0.0000,0.0000,0.0000,0.0000,106,68
