# Balancin telemetria  2026-05-26 10:08:40
# Cargar en MATLAB:
#   data = readmatrix('archivo.txt', 'CommentStyle','#');
# Columnas:
# t[s]	vd[m/s]	v[m/s]	theta[rad]	alpha[rad]	oml[rad/s]	omr[rad/s]	ul[V]	ur[V]	Sl_adc12	Sr_adc12	modo_sol
16.630	+0.000000	+0.336736	+0.195804	+1.127100	+9.621017	+9.621017	+11.000000	+11.000000	1782	105	0
16.640	+0.000000	+0.363674	+0.199657	+1.124939	+10.390698	+10.390698	+11.000000	+11.000000	1838	128	0
16.650	+0.000000	+0.397348	+0.203276	+1.309162	+11.545220	+11.160379	+11.000000	+11.000000	1853	112	0
16.660	+0.000000	+0.404083	+0.204327	+1.188661	+11.545220	+11.545220	+11.000000	+11.000000	1911	161	0
16.670	+0.000000	+0.424287	+0.206896	+1.321167	+12.314901	+11.930061	+11.000000	+11.000000	1958	186	0
16.680	+0.000000	+0.444491	+0.204560	+1.154674	+13.084583	+12.314901	+11.000000	+11.000000	1985	233	0
16.690	+0.000000	+0.451226	+0.192301	+0.913771	+13.084583	+12.699742	+11.000000	+11.000000	1979	332	0
16.700	+0.000000	+0.464695	+0.180391	+0.941369	+13.469423	+13.084583	+11.000000	+11.000000	1974	429	0
16.710	+0.000000	+0.478165	+0.165563	+0.870898	+14.239105	+13.084583	+11.000000	+11.000000	1965	547	0
16.720	+0.000000	+0.484899	+0.152837	+0.974417	+14.239105	+13.469423	+11.000000	+11.000000	1986	677	0
16.730	+0.000000	+0.484899	+0.140694	+0.923370	+14.239105	+13.469423	+11.000000	+11.000000	1984	779	0
16.740	+0.000000	+0.505103	+0.126332	+0.921092	+15.008786	+13.854263	+11.000000	+11.000000	1974	892	0
16.750	+0.000000	+0.491634	+0.118159	+0.710891	+14.623946	+13.469423	+11.000000	+11.000000	1991	979	0
16.760	+0.000000	+0.498369	+0.110103	+0.711675	+14.623946	+13.854263	+11.000000	+11.000000	1966	1023	0
16.770	+0.000000	+0.511838	+0.099712	+0.733228	+15.008786	+14.239105	+11.000000	+11.000000	1911	1057	0
16.780	+0.000000	+0.518573	+0.086284	+0.657246	+15.393627	+14.239105	+11.000000	+11.000000	1842	1103	0
16.790	+0.000000	+0.511838	+0.081497	+0.526401	+15.008786	+14.239105	+11.000000	+11.000000	1831	1133	0
16.800	+0.000000	+0.525308	+0.079979	+0.209199	+15.393627	+14.623946	+11.000000	+11.000000	1805	1120	0
16.810	+0.000000	+0.525308	+0.071573	+0.216967	+15.393627	+14.623946	+11.000000	+11.000000	1819	1206	0
16.820	+0.000000	+0.532042	+0.060247	+0.115812	+15.778467	+14.623946	+11.000000	+11.000000	1815	1299	0
16.830	+0.000000	+0.532042	+0.056044	+0.144521	+15.393627	+15.008786	+11.000000	+11.000000	1870	1390	0
16.840	+0.000000	+0.545512	+0.044251	-0.006345	+16.163309	+15.008786	-2.929531	-2.960947	1905	1526	0
16.850	+0.000000	+0.511838	+0.031992	+0.001026	+15.008786	+14.239105	+0.671742	+0.650798	1923	1649	0
16.860	+0.000000	+0.484899	+0.019966	+0.001527	+14.239105	+13.469423	+0.606151	+0.585207	1971	1800	0
16.870	+0.000000	+0.478165	+0.011092	-0.073307	+13.854263	+13.469423	-10.963078	-10.973550	2035	1940	0
16.880	+0.000000	+0.383879	-0.001051	-0.259435	+11.545220	+10.390698	-11.000000	-11.000000	2089	2098	0
16.890	+0.000000	+0.175103	-0.004787	-0.179201	+5.387769	+4.618088	-11.000000	-11.000000	2147	2188	0
16.900	+0.000000	+0.013469	-0.002919	-0.084748	+0.384841	+0.384841	-10.106794	-10.106794	2215	2240	0
16.910	+0.000000	-0.080817	-0.008523	-0.225105	-2.309044	-2.309044	-11.000000	-11.000000	2210	2283	0
16.920	+0.000000	-0.141429	-0.005021	-0.355362	-3.848407	-4.233247	-11.000000	-11.000000	2224	2267	0
16.930	+0.000000	-0.215511	-0.006188	-0.391861	-6.157451	-6.157451	-11.000000	-11.000000	2242	2295	0
16.940	+0.000000	-0.289593	-0.004554	-0.408472	-8.466495	-8.081655	-11.000000	-11.000000	2222	2261	0
16.950	+0.000000	-0.330001	-0.006772	-0.394476	-9.621017	-9.236176	-11.000000	-11.000000	2178	2236	0
16.960	+0.000000	-0.377144	-0.003503	-0.245217	-10.775538	-10.775538	-11.000000	-11.000000	2153	2183	0
16.970	+0.000000	-0.404083	-0.000467	-0.156830	-11.545220	-11.545220	-11.000000	-11.000000	2135	2139	0
16.980	+0.000000	-0.417552	-0.003036	-0.125096	-11.930061	-11.930061	-11.000000	-11.000000	2080	2106	0
16.990	+0.000000	-0.451226	+0.005838	-0.009185	-13.084583	-12.699742	+0.295060	+0.305532	2069	2019	0
17.000	+0.000000	-0.444491	+0.007706	-0.245677	-13.084583	-12.314901	-11.000000	-11.000000	2000	1934	0
17.010	+0.000000	-0.444491	+0.007940	-0.098407	-12.699742	-12.699742	-11.000000	-11.000000	1937	1869	0
17.020	+0.000000	-0.471430	+0.023585	+0.114339	-13.854263	-13.084583	+11.000000	+11.000000	1889	1687	0
17.030	+0.000000	-0.356940	+0.024870	-0.208450	-10.390698	-10.005857	-11.000000	-11.000000	1877	1664	0
17.040	+0.000000	-0.262654	+0.030357	-0.646001	-7.696814	-7.311973	-11.000000	-11.000000	1874	1614	0
17.050	+0.000000	-0.336736	+0.035027	-0.335587	-10.005857	-9.236176	-11.000000	-11.000000	1870	1570	0
17.060	+0.000000	-0.404083	+0.034327	+0.155743	-11.545220	-11.545220	+11.000000	+11.000000	1856	1562	0
17.070	+0.000000	-0.330001	+0.038063	+0.085646	-9.621017	-9.236176	+10.381934	+10.392406	1851	1525	0
17.080	+0.000000	-0.107755	+0.039464	-0.256960	-3.078725	-3.078725	-11.000000	-11.000000	1825	1487	0
17.090	+0.000000	-0.067347	+0.038647	-1.139330	-2.309044	-1.539363	-11.000000	-11.000000	1825	1494	0
17.100	+0.000000	-0.202041	+0.043084	-0.523744	-5.772610	-5.772610	-11.000000	-11.000000	1825	1456	0
17.110	+0.000000	-0.289593	+0.047287	+0.317385	-8.081655	-8.466495	+11.000000	+11.000000	1872	1467	0
17.120	+0.000000	-0.215511	+0.044368	-0.325438	-6.157451	-6.157451	-11.000000	-11.000000	1873	1493	0
17.130	+0.000000	-0.127960	+0.043201	-0.723172	-3.463566	-3.848407	-11.000000	-11.000000	1803	1433	0
17.140	+0.000000	-0.242450	+0.045302	-0.295335	-6.542292	-7.311973	-11.000000	-11.000000	1826	1438	0
17.150	+0.000000	-0.323266	+0.043784	+0.086128	-9.236176	-9.236176	+11.000000	+11.000000	1825	1450	0
17.160	+0.000000	-0.269388	+0.048922	+0.068632	-7.696814	-7.696814	+8.959497	+8.959497	1837	1418	0
17.170	+0.000000	-0.087551	+0.054993	-0.086709	-2.309044	-2.693885	-11.000000	-11.000000	1857	1386	0
17.180	+0.000000	-0.074082	+0.056394	+0.368014	-2.309044	-1.924203	+11.000000	+11.000000	1849	1366	0
17.190	+0.000000	-0.087551	+0.055460	+0.125326	-2.309044	-2.693885	+11.000000	+11.000000	1846	1371	0
17.200	+0.000000	+0.074082	+0.054176	+0.701566	+2.693885	+1.539363	+11.000000	+11.000000	1853	1389	0
17.210	+0.000000	+0.161633	+0.046937	+0.394730	+4.618088	+4.618088	+11.000000	+11.000000	1853	1451	0
17.220	+0.000000	+0.242450	+0.045419	+0.303239	+6.927132	+6.927132	+11.000000	+11.000000	1877	1488	0
17.230	+0.000000	+0.316531	+0.032692	+0.137449	+9.236176	+8.851336	+11.000000	+11.000000	1864	1584	0
17.240	+0.000000	+0.363674	+0.023585	-0.229028	+10.390698	+10.390698	-11.000000	-11.000000	1866	1664	0
17.250	+0.000000	+0.276123	+0.014128	-0.259488	+8.081655	+7.696814	-11.000000	-11.000000	1886	1765	0
17.260	+0.000000	+0.080817	+0.011793	+0.107556	+2.309044	+2.309044	+11.000000	+11.000000	1909	1808	0
17.270	+0.000000	+0.060612	+0.009691	-0.553829	+1.539363	+1.924203	-11.000000	-11.000000	1968	1885	0
17.280	+0.000000	+0.074082	+0.002802	-0.737186	+1.924203	+2.309044	-11.000000	-11.000000	1994	1970	0
17.290	+0.000000	-0.080817	+0.002102	-1.029250	-2.693885	-1.924203	-11.000000	-11.000000	1998	1980	0
17.300	+0.000000	-0.161633	+0.001284	-0.928608	-5.002929	-4.233247	-11.000000	-11.000000	1977	1966	0
17.310	+0.000000	-0.249184	+0.001401	-0.560248	-7.311973	-6.927132	-11.000000	-11.000000	1973	1961	0
17.320	+0.000000	-0.309797	+0.008757	-0.534684	-9.236176	-8.466495	-11.000000	-11.000000	1965	1890	0
17.330	+0.000000	-0.356940	+0.010625	-0.446829	-10.390698	-10.005857	-11.000000	-11.000000	1936	1845	0
17.340	+0.000000	-0.383879	+0.016346	-0.136555	-11.160379	-10.775538	-11.000000	-11.000000	1918	1778	0
17.350	+0.000000	-0.424287	+0.024986	-0.103683	-12.314901	-11.930061	-11.000000	-11.000000	1904	1690	0
17.360	+0.000000	-0.451226	+0.029773	-0.300798	-13.084583	-12.699742	-11.000000	-11.000000	1882	1627	0
17.370	+0.000000	-0.471430	+0.040048	-0.372991	-13.469423	-13.469423	-11.000000	-11.000000	1878	1535	0
17.380	+0.000000	-0.484899	+0.050440	-0.212962	-13.854263	-13.854263	-11.000000	-11.000000	1904	1472	0
17.390	+0.000000	-0.491634	+0.064918	-0.167087	-14.239105	-13.854263	-11.000000	-11.000000	1948	1392	0
17.400	+0.000000	-0.505103	+0.082081	-0.212354	-14.239105	-14.623946	-11.000000	-11.000000	1940	1237	0
17.410	+0.000000	-0.518573	+0.097610	-0.175986	-15.008786	-14.623946	-11.000000	-11.000000	1929	1093	0
17.420	+0.000000	-0.525308	+0.097376	-0.128170	-15.008786	-15.008786	-11.000000	-11.000000	1952	1118	0
17.430	+0.000000	-0.532042	+0.105666	-0.135887	-15.008786	-15.393627	-11.000000	-11.000000	1959	1054	0
17.440	+0.000000	-0.545512	+0.107651	-0.151807	-15.778467	-15.393627	-11.000000	-11.000000	1968	1046	0
17.450	+0.000000	-0.552246	+0.117225	-0.121074	-15.778467	-15.778467	-11.000000	-11.000000	1980	976	0
17.460	+0.000000	-0.552246	+0.126916	-0.036054	-15.778467	-15.778467	-3.992033	-3.992033	1984	897	0
17.470	+0.000000	-0.558981	+0.134155	-0.108616	-16.163309	-15.778467	-11.000000	-11.000000	1992	843	0
17.480	+0.000000	-0.552246	+0.146298	-0.036480	-15.778467	-15.778467	-4.263750	-4.263750	2002	749	0
17.490	+0.000000	-0.565716	+0.159375	+0.007688	-16.163309	-16.163309	+1.350038	+1.350038	1972	607	0
17.500	+0.000000	-0.545512	+0.171401	+0.048557	-15.393627	-15.778467	+6.948637	+6.938165	1948	480	0
17.510	+0.000000	-0.484899	+0.183544	-0.105417	-13.854263	-13.854263	-11.000000	-11.000000	1920	348	0
17.520	+0.000000	-0.431022	+0.195453	-0.051670	-12.314901	-12.314901	-6.567033	-6.567033	1868	194	0
17.530	+0.000000	-0.451226	+0.196271	+0.065623	-13.084583	-12.699742	+10.627284	+10.637756	1811	130	0
17.540	+0.000000	-0.363674	+0.187864	+0.162283	-10.390698	-10.390698	+11.000000	+11.000000	1735	126	0
17.550	+0.000000	-0.161633	+0.180391	+0.182039	-4.618088	-4.618088	+11.000000	+11.000000	1664	119	0
17.560	+0.000000	+0.013469	+0.173736	+0.486857	+0.384841	+0.384841	+11.000000	+11.000000	1584	96	0
17.570	+0.000000	+0.094286	+0.167898	+1.227283	+2.693885	+2.693885	+11.000000	+11.000000	1529	91	0
17.580	+0.000000	+0.148164	+0.167198	+1.373948	+3.848407	+4.618088	+11.000000	+11.000000	1526	94	0
17.590	+0.000000	+0.215511	+0.164279	+1.088700	+5.772610	+6.542292	+11.000000	+11.000000	1507	100	0
17.600	+0.000000	+0.000000	+0.161360	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1483	101	0
17.610	+0.000000	+0.000000	+0.166147	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1514	91	0
17.620	+0.000000	+0.000000	+0.163462	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1498	98	0
17.630	+0.000000	+0.000000	+0.163345	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1505	106	0
17.640	+0.000000	+0.000000	+0.169416	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1531	80	0
17.650	+0.000000	+0.000000	+0.169766	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1535	81	0
17.660	+0.000000	+0.114490	+0.171518	+1.395278	+1.539363	+5.002929	+11.000000	+11.000000	1565	96	0
17.670	+0.000000	+0.141429	+0.169066	+1.341842	+2.693885	+5.387769	+11.000000	+11.000000	1558	110	0
17.680	+0.000000	+0.000000	+0.177239	+1.400000	+0.000000	+0.000000	+0.000000	+0.000000	1616	98	0
17.690	+0.000000	+0.202041	+0.177239	+1.104854	+4.618088	+6.927132	+11.000000	+11.000000	1603	85	0
17.700	+0.000000	+0.222245	+0.181092	+1.120999	+5.002929	+7.696814	+11.000000	+11.000000	1645	94	0
17.710	+0.000000	+0.276123	+0.180742	+1.272299	+6.927132	+8.851336	+11.000000	+11.000000	1643	95	0
17.720	+0.000000	+0.289593	+0.186813	+1.076194	+6.927132	+9.621017	+11.000000	+11.000000	1680	80	0
17.730	+0.000000	+0.336736	+0.187630	+1.088357	+8.466495	+10.775538	+11.000000	+11.000000	1726	119	0
17.740	+0.000000	+0.356940	+0.194519	+1.137938	+9.236176	+11.160379	+11.000000	+11.000000	1769	103	0
17.750	+0.000000	+0.383879	+0.199073	+0.999566	+10.005857	+11.930061	+11.000000	+11.000000	1799	94	0
17.760	+0.000000	+0.404083	+0.200707	+1.106654	+10.390698	+12.699742	+11.000000	+11.000000	1841	122	0
17.770	+0.000000	+0.404083	+0.203977	+1.306150	+10.775538	+12.314901	+11.000000	+11.000000	1857	110	0
17.780	+0.000000	+0.424287	+0.213668	+1.244021	+10.775538	+13.469423	+11.000000	+11.000000	1953	123	0
17.790	+0.000000	+0.431022	+0.217054	+1.205904	+11.160379	+13.469423	+11.000000	+11.000000	1991	132	0
17.800	+0.000000	+0.444491	+0.224876	+1.062610	+11.545220	+13.854263	+11.000000	+11.000000	2066	140	0
17.810	+0.000000	+0.444491	+0.221140	+1.081093	+11.545220	+13.854263	+11.000000	+11.000000	2087	193	0
17.820	+0.000000	+0.457960	+0.217637	+0.961007	+12.314901	+13.854263	+11.000000	+11.000000	2092	228	0
17.830	+0.000000	+0.464695	+0.218221	+0.805376	+11.930061	+14.623946	+11.000000	+11.000000	2102	233	0
17.840	+0.000000	+0.471430	+0.213901	+0.699596	+12.699742	+14.239105	+11.000000	+11.000000	2128	296	0
17.850	+0.000000	+0.484899	+0.204794	+0.581529	+13.084583	+14.623946	+11.000000	+11.000000	2114	360	0
17.860	+0.000000	+0.484899	+0.192184	+0.652693	+13.084583	+14.623946	+11.000000	+11.000000	2106	460	0
17.870	+0.000000	+0.484899	+0.174203	+0.463366	+12.699742	+15.008786	+11.000000	+11.000000	2053	561	0
17.880	+0.000000	+0.484899	+0.172569	+0.609632	+13.084583	+14.623946	+11.000000	+11.000000	2073	595	0
17.890	+0.000000	+0.498369	+0.162177	+0.501494	+13.469423	+15.008786	+11.000000	+11.000000	2063	674	0
17.900	+0.000000	+0.484899	+0.160659	+0.756216	+13.084583	+14.623946	+11.000000	+11.000000	2096	720	0
17.910	+0.000000	+0.491634	+0.151202	+0.662595	+13.084583	+15.008786	+11.000000	+11.000000	2078	783	0
17.920	+0.000000	+0.505103	+0.144897	+0.706124	+13.469423	+15.393627	+11.000000	+11.000000	2065	824	0
17.930	+0.000000	+0.491634	+0.135206	+0.635770	+13.084583	+15.008786	+11.000000	+11.000000	2041	883	0
17.940	+0.000000	+0.511838	+0.124698	+0.955342	+13.469423	+15.778467	+11.000000	+11.000000	2016	948	0
17.950	+0.000000	+0.498369	+0.119560	+0.942139	+13.469423	+15.008786	+11.000000	+11.000000	2010	986	0
17.960	+0.000000	+0.505103	+0.110570	+1.000002	+13.469423	+15.393627	+11.000000	+11.000000	1987	1040	0
17.970	+0.000000	+0.518573	+0.108001	+0.922453	+13.854263	+15.778467	+11.000000	+11.000000	1963	1038	0
17.980	+0.000000	+0.511838	+0.101813	+0.814948	+13.854263	+15.393627	+11.000000	+11.000000	1915	1043	0
17.990	+0.000000	+0.525308	+0.096559	+0.589241	+13.854263	+16.163309	+11.000000	+11.000000	1873	1046	0
18.000	+0.000000	+0.525308	+0.096559	+0.549725	+14.239105	+15.778467	+11.000000	+11.000000	1865	1038	0
18.010	+0.000000	+0.532042	+0.087335	+0.412219	+14.239105	+16.163309	+11.000000	+11.000000	1843	1095	0
18.020	+0.000000	+0.538777	+0.083365	+0.534211	+14.623946	+16.163309	+11.000000	+11.000000	1851	1137	0
18.030	+0.000000	+0.538777	+0.076944	+0.389353	+14.623946	+16.163309	+11.000000	+11.000000	1853	1194	0
18.040	+0.000000	+0.538777	+0.066552	+0.335390	+14.623946	+16.163309	+11.000000	+11.000000	1857	1287	0
18.050	+0.000000	+0.565716	+0.057095	+0.200892	+15.393627	+16.932989	+11.000000	+11.000000	1878	1389	0
18.060	+0.000000	+0.538777	+0.045419	+0.166786	+15.008786	+15.778467	+11.000000	+11.000000	1878	1489	0
18.070	+0.000000	+0.565716	+0.039114	+0.210418	+15.778467	+16.548149	+11.000000	+11.000000	1910	1575	0
18.080	+0.000000	+0.558981	+0.023585	+0.157204	+15.393627	+16.548149	+11.000000	+11.000000	1937	1735	0
18.090	+0.000000	+0.552246	+0.015646	+0.104070	+15.393627	+16.163309	+11.000000	+11.000000	1974	1840	0
18.100	+0.000000	+0.565716	+0.011092	-0.042105	+15.778467	+16.548149	-7.790444	-7.769500	2034	1939	0
18.110	+0.000000	+0.505103	-0.001284	-0.192494	+14.239105	+14.623946	-11.000000	-11.000000	2032	2043	0
18.120	+0.000000	+0.316531	-0.005021	-0.202489	+8.466495	+9.621017	-11.000000	-11.000000	1989	2032	0
18.130	+0.000000	+0.121225	-0.009341	-0.664520	+2.693885	+4.233247	-11.000000	-11.000000	1943	2023	0
18.140	+0.000000	-0.026939	-0.007706	-1.072922	-1.154522	-0.384841	-11.000000	-11.000000	1920	1986	0
18.150	+0.000000	-0.114490	-0.005838	-0.657245	-3.463566	-3.078725	-11.000000	-11.000000	1968	2018	0
18.160	+0.000000	-0.195307	-0.002685	-0.381804	-5.387769	-5.772610	-11.000000	-11.000000	2004	2027	0
18.170	+0.000000	-0.255919	-0.003620	-0.564099	-7.311973	-7.311973	-11.000000	-11.000000	2034	2065	0
18.180	+0.000000	-0.316531	-0.005721	-0.508262	-9.236176	-8.851336	-11.000000	-11.000000	2083	2132	0
18.190	+0.000000	-0.356940	-0.003036	-0.514046	-10.005857	-10.390698	-11.000000	-11.000000	2128	2154	0
18.200	+0.000000	-0.383879	+0.002218	-0.677704	-11.160379	-10.775538	-11.000000	-11.000000	2161	2142	0
18.210	+0.000000	-0.424287	-0.001168	-0.662701	-12.314901	-11.930061	-11.000000	-11.000000	2133	2143	0
18.220	+0.000000	-0.437756	+0.006071	-0.773684	-12.314901	-12.699742	-11.000000	-11.000000	2147	2095	0
18.230	+0.000000	-0.444491	+0.008757	-0.437673	-12.699742	-12.699742	-11.000000	-11.000000	2114	2039	0
18.240	+0.000000	-0.471430	+0.008290	-0.459863	-13.469423	-13.469423	-11.000000	-11.000000	2065	1994	0
18.250	+0.000000	-0.484899	+0.013077	-0.366381	-13.854263	-13.854263	-11.000000	-11.000000	2064	1952	0
18.260	+0.000000	-0.484899	+0.013661	-0.467848	-13.854263	-13.854263	-11.000000	-11.000000	2003	1886	0
18.270	+0.000000	-0.511838	+0.023819	-0.305566	-14.623946	-14.623946	-11.000000	-11.000000	2010	1806	0
18.280	+0.000000	-0.505103	+0.022418	-0.246736	-14.239105	-14.623946	-11.000000	-11.000000	1968	1776	0
