# Balancin telemetria  2026-05-26 10:08:40
# Cargar en MATLAB:
#   data = readmatrix('archivo.txt', 'CommentStyle','#');
# Columnas:
# t[s]	vd[m/s]	v[m/s]	theta[rad]	alpha[rad]	oml[rad/s]	omr[rad/s]	ul[V]	ur[V]	Sl_adc12	Sr_adc12	modo_sol
4.600	+0.000000	-0.370409	+0.121312	+0.627429	-10.775538	-10.390698	+11.000000	+11.000000	1707	668	0
4.610	+0.000000	-0.303062	+0.127383	+0.392739	-8.466495	-8.851336	+11.000000	+11.000000	1712	621	0
4.620	+0.000000	-0.121225	+0.129602	+0.523043	-3.078725	-3.848407	+11.000000	+11.000000	1712	602	0
4.630	+0.000000	+0.033674	+0.129135	+0.756896	+0.769681	+1.154522	+11.000000	+11.000000	1707	601	0
4.640	+0.000000	+0.141429	+0.129135	+0.686566	+4.233247	+3.848407	+11.000000	+11.000000	1730	624	0
4.650	+0.000000	+0.228980	+0.124464	+0.608815	+6.542292	+6.542292	+11.000000	+11.000000	1712	646	0
4.660	+0.000000	+0.269388	+0.129135	+0.421379	+7.696814	+7.696814	+11.000000	+11.000000	1743	637	0
4.670	+0.000000	+0.330001	+0.123063	+0.393005	+9.621017	+9.236176	+11.000000	+11.000000	1713	659	0
4.680	+0.000000	+0.363674	+0.126683	+0.352071	+10.390698	+10.390698	+11.000000	+11.000000	1726	641	0
4.690	+0.000000	+0.390613	+0.125282	+0.209385	+11.160379	+11.160379	+11.000000	+11.000000	1697	624	0
4.700	+0.000000	+0.410817	+0.124581	+0.231458	+11.930061	+11.545220	+11.000000	+11.000000	1723	656	0
4.710	+0.000000	+0.451226	+0.121545	+0.276741	+13.084583	+12.699742	+11.000000	+11.000000	1729	688	0
4.720	+0.000000	+0.451226	+0.116291	+0.231560	+13.084583	+12.699742	+11.000000	+11.000000	1727	731	0
4.730	+0.000000	+0.464695	+0.117109	+0.048970	+13.469423	+13.084583	+4.095494	+4.085022	1726	723	0
4.740	+0.000000	+0.471430	+0.104966	+0.082838	+13.469423	+13.469423	+11.000000	+11.000000	1701	802	0
4.750	+0.000000	+0.471430	+0.106717	+0.061461	+13.854263	+13.084583	+8.493419	+8.472475	1714	800	0
4.760	+0.000000	+0.478165	+0.101813	+0.115398	+13.854263	+13.469423	+11.000000	+11.000000	1680	808	0
4.770	+0.000000	+0.478165	+0.101813	+0.311423	+14.239105	+13.084583	+11.000000	+11.000000	1670	798	0
4.780	+0.000000	+0.491634	+0.090604	+0.381219	+14.239105	+13.854263	+11.000000	+11.000000	1651	875	0
4.790	+0.000000	+0.498369	+0.084533	+0.296470	+14.623946	+13.854263	+11.000000	+11.000000	1673	949	0
4.800	+0.000000	+0.505103	+0.084533	+0.454723	+15.008786	+13.854263	+11.000000	+11.000000	1671	947	0
4.810	+0.000000	+0.518573	+0.088269	+0.338461	+15.008786	+14.623946	+11.000000	+11.000000	1702	946	0
4.820	+0.000000	+0.518573	+0.087102	+0.420054	+15.393627	+14.239105	+11.000000	+11.000000	1744	998	0
4.830	+0.000000	+0.525308	+0.084299	+0.114425	+15.393627	+14.623946	+11.000000	+11.000000	1767	1045	0
4.840	+0.000000	+0.532042	+0.071690	+0.199460	+15.393627	+15.008786	+11.000000	+11.000000	1757	1143	0
4.850	+0.000000	+0.538777	+0.062933	+0.183511	+15.778467	+15.008786	+11.000000	+11.000000	1754	1215	0
4.860	+0.000000	+0.552246	+0.052775	+0.226076	+16.163309	+15.393627	+11.000000	+11.000000	1728	1276	0
4.870	+0.000000	+0.538777	+0.042266	+0.095835	+15.778467	+15.008786	+11.000000	+11.000000	1680	1318	0
4.880	+0.000000	+0.545512	+0.037946	+0.086379	+15.778467	+15.393627	+11.000000	+11.000000	1667	1342	0
4.890	+0.000000	+0.545512	+0.033276	+0.103851	+15.778467	+15.393627	+11.000000	+11.000000	1619	1334	0
4.900	+0.000000	+0.558981	+0.028372	+0.087579	+16.163309	+15.778467	+11.000000	+11.000000	1617	1374	0
4.910	+0.000000	+0.572450	+0.022534	+0.137442	+16.548149	+16.163309	+11.000000	+11.000000	1617	1424	0
4.920	+0.000000	+0.558981	+0.021834	+0.076505	+16.163309	+15.778467	+9.975386	+9.964913	1648	1461	0
4.930	+0.000000	+0.558981	+0.014361	+0.053043	+16.163309	+15.778467	+7.361701	+7.351229	1680	1557	0
4.940	+0.000000	+0.558981	+0.006188	+0.031674	+16.163309	+15.778467	+4.451468	+4.440996	1680	1627	0
4.950	+0.000000	+0.558981	+0.001751	+0.031480	+16.163309	+15.778467	+4.774899	+4.764427	1727	1712	0
4.960	+0.000000	+0.552246	-0.006655	-0.054169	+16.163309	+15.393627	-8.441608	-8.462553	1783	1840	0
4.970	+0.000000	+0.484899	-0.012960	-0.548693	+13.854263	+13.854263	-11.000000	-11.000000	1825	1936	0
4.980	+0.000000	+0.296327	-0.015412	-0.377714	+8.851336	+8.081655	-11.000000	-11.000000	1872	2004	0
4.990	+0.000000	+0.107755	-0.002102	-0.322846	+2.693885	+3.463566	-11.000000	-11.000000	1981	1999	0
5.000	+0.000000	-0.053878	-0.007122	-0.354502	-1.539363	-1.539363	-11.000000	-11.000000	1956	2017	0
5.010	+0.000000	-0.134694	-0.010625	-0.229955	-3.463566	-4.233247	-11.000000	-11.000000	1886	1977	0
5.020	+0.000000	-0.202041	-0.011909	-0.278678	-5.387769	-6.157451	-11.000000	-11.000000	1832	1934	0
5.030	+0.000000	-0.276123	-0.004904	-0.241645	-7.696814	-8.081655	-11.000000	-11.000000	1813	1855	0
5.040	+0.000000	-0.330001	-0.004087	-0.097459	-9.236176	-9.621017	-11.000000	-11.000000	1722	1757	0
5.050	+0.000000	-0.370409	+0.001051	-0.170398	-10.390698	-10.775538	-11.000000	-11.000000	1692	1683	0
5.060	+0.000000	-0.397348	+0.011793	-0.263853	-11.545220	-11.160379	-11.000000	-11.000000	1636	1535	0
5.070	+0.000000	-0.424287	+0.025687	-0.395137	-11.930061	-12.314901	-11.000000	-11.000000	1619	1399	0
5.080	+0.000000	-0.464695	+0.031291	-0.504650	-13.084583	-13.469423	-11.000000	-11.000000	1586	1318	0
5.090	+0.000000	-0.464695	+0.039698	-0.398812	-13.084583	-13.469423	-11.000000	-11.000000	1535	1195	0
5.100	+0.000000	-0.484899	+0.046937	-0.277051	-13.854263	-13.854263	-11.000000	-11.000000	1554	1152	0
5.110	+0.000000	-0.498369	+0.055927	-0.221836	-14.239105	-14.239105	-11.000000	-11.000000	1569	1090	0
5.120	+0.000000	-0.498369	+0.067253	-0.332332	-14.239105	-14.239105	-11.000000	-11.000000	1599	1023	0
5.130	+0.000000	-0.525308	+0.064567	-0.160036	-15.008786	-15.008786	-11.000000	-11.000000	1588	1035	0
5.140	+0.000000	-0.518573	+0.080913	-0.102386	-14.623946	-15.008786	-11.000000	-11.000000	1631	938	0
5.150	+0.000000	-0.532042	+0.092122	-0.198537	-15.008786	-15.393627	-11.000000	-11.000000	1750	961	0
5.160	+0.000000	-0.538777	+0.099011	-0.201128	-15.393627	-15.393627	-11.000000	-11.000000	1863	1015	0
5.170	+0.000000	-0.538777	+0.109286	-0.218012	-15.008786	-15.778467	-11.000000	-11.000000	1939	1003	0
5.180	+0.000000	-0.538777	+0.124815	+0.113186	-15.008786	-15.778467	+11.000000	+11.000000	2025	956	0
5.190	+0.000000	-0.444491	+0.129485	+0.318046	-12.314901	-13.084583	+11.000000	+11.000000	2063	954	0
5.200	+0.000000	-0.222245	+0.141394	+0.374289	-6.157451	-6.542292	+11.000000	+11.000000	2065	854	0
5.210	+0.000000	-0.047143	+0.159492	+0.569145	-1.154522	-1.539363	+11.000000	+11.000000	2115	749	0
5.220	+0.000000	+0.053878	+0.162644	+1.239623	+1.539363	+1.539363	+11.000000	+11.000000	2104	711	0
5.230	+0.000000	+0.141429	+0.158324	+0.991746	+3.848407	+4.233247	+11.000000	+11.000000	2099	743	0
5.240	+0.000000	+0.208776	+0.151435	+0.793424	+5.387769	+6.542292	+11.000000	+11.000000	2096	799	0
5.250	+0.000000	+0.276123	+0.145131	+0.629933	+7.311973	+8.466495	+11.000000	+11.000000	2091	848	0
5.260	+0.000000	+0.309797	+0.138475	+0.584073	+8.081655	+9.621017	+11.000000	+11.000000	2071	885	0
5.270	+0.000000	+0.356940	+0.129251	+0.653557	+9.621017	+10.775538	+11.000000	+11.000000	2057	950	0
5.280	+0.000000	+0.390613	+0.126683	+0.766009	+10.775538	+11.545220	+11.000000	+11.000000	2047	962	0
5.290	+0.000000	+0.397348	+0.116758	+0.570373	+10.775538	+11.930061	+11.000000	+11.000000	2009	1009	0
5.300	+0.000000	+0.424287	+0.117459	+0.589880	+11.160379	+13.084583	+11.000000	+11.000000	2029	1023	0
5.310	+0.000000	+0.444491	+0.107184	+0.590949	+11.545220	+13.854263	+11.000000	+11.000000	1936	1018	0
5.320	+0.000000	+0.444491	+0.100295	+0.699580	+11.545220	+13.854263	+11.000000	+11.000000	1861	1002	0
5.330	+0.000000	+0.464695	+0.091772	+0.851546	+11.930061	+14.623946	+11.000000	+11.000000	1749	963	0
5.340	+0.000000	+0.478165	+0.081264	+0.627516	+12.314901	+15.008786	+11.000000	+11.000000	1702	1006	0
5.350	+0.000000	+0.484899	+0.080446	+0.509798	+12.699742	+15.008786	+11.000000	+11.000000	1691	1002	0
5.360	+0.000000	+0.498369	+0.068887	+0.352249	+13.084583	+15.393627	+11.000000	+11.000000	1613	1023	0
5.370	+0.000000	+0.511838	+0.065268	+0.352755	+13.469423	+15.778467	+11.000000	+11.000000	1621	1062	0
5.380	+0.000000	+0.518573	+0.055460	+0.141818	+13.854263	+15.778467	+11.000000	+11.000000	1553	1078	0
5.390	+0.000000	+0.525308	+0.056511	+0.064804	+14.239105	+15.778467	+8.044555	+8.086442	1590	1106	0
5.400	+0.000000	+0.525308	+0.042150	+0.096244	+14.239105	+15.778467	+11.000000	+11.000000	1579	1218	0
5.410	+0.000000	+0.545512	+0.030707	+0.016907	+15.008786	+16.163309	+1.426337	+1.457753	1598	1335	0
5.420	+0.000000	+0.518573	+0.014595	-0.078951	+14.239105	+15.393627	-11.000000	-11.000000	1639	1514	0
5.430	+0.000000	+0.417552	-0.002102	-0.016837	+11.545220	+12.314901	-0.978897	-0.957954	1662	1680	0
5.440	+0.000000	+0.303062	-0.004904	-0.073568	+8.081655	+9.236176	-10.856746	-10.825330	1755	1797	0
5.450	+0.000000	+0.228980	-0.014361	-0.329887	+6.157451	+6.927132	-11.000000	-11.000000	1808	1931	0
5.460	+0.000000	+0.047143	-0.005604	-0.047258	+1.154522	+1.539363	-1.807372	-1.796900	1882	1930	0
5.470	+0.000000	-0.013469	-0.012143	+0.062310	-0.384841	-0.384841	+10.388447	+10.388447	1887	1991	0
5.480	+0.000000	+0.060612	-0.014128	+0.085867	+1.924203	+1.539363	+11.000000	+11.000000	1886	2007	0
5.490	+0.000000	+0.181837	-0.010391	-0.084403	+5.002929	+5.387769	-11.000000	-11.000000	1873	1962	0
5.500	+0.000000	+0.127960	-0.009808	+0.278287	+3.463566	+3.848407	+11.000000	+11.000000	1933	2017	0
5.510	+0.000000	+0.053878	-0.013427	+0.167028	+1.539363	+1.539363	+11.000000	+11.000000	1984	2099	0
5.520	+0.000000	+0.202041	-0.007239	-0.304269	+5.772610	+5.772610	-11.000000	-11.000000	2083	2145	0
5.530	+0.000000	+0.175103	-0.004203	-0.371803	+5.002929	+5.002929	-11.000000	-11.000000	2155	2191	0
5.540	+0.000000	-0.006735	-0.006889	+0.062502	-0.384841	+0.000000	+11.000000	+11.000000	2211	2270	0
5.550	+0.000000	+0.000000	-0.009574	-0.642318	-0.769681	+0.769681	-11.000000	-11.000000	2259	2341	0
5.560	+0.000000	+0.026939	-0.004320	-0.890034	+0.384841	+1.154522	-11.000000	-11.000000	2298	2335	0
5.570	+0.000000	-0.127960	-0.006422	-0.707575	-3.463566	-3.848407	-11.000000	-11.000000	2348	2403	0
5.580	+0.000000	-0.181837	-0.004320	-0.398220	-5.002929	-5.387769	-11.000000	-11.000000	2353	2390	0
5.590	+0.000000	-0.242450	+0.000467	-0.188277	-6.927132	-6.927132	-11.000000	-11.000000	2404	2400	0
5.600	+0.000000	-0.296327	-0.005604	-0.073997	-8.851336	-8.081655	-8.548552	-8.527608	2385	2433	0
5.610	+0.000000	-0.316531	-0.004203	-0.247923	-9.236176	-8.851336	-11.000000	-11.000000	2426	2462	0
5.620	+0.000000	-0.336736	-0.011909	-0.283950	-9.621017	-9.621017	-11.000000	-11.000000	2384	2486	0
5.630	+0.000000	-0.370409	-0.005721	-0.376043	-10.775538	-10.390698	-11.000000	-11.000000	2430	2479	0
5.640	+0.000000	-0.383879	-0.009457	-0.403399	-11.160379	-10.775538	-11.000000	-11.000000	2373	2454	0
5.650	+0.000000	-0.424287	-0.006538	-0.640173	-11.930061	-12.314901	-11.000000	-11.000000	2385	2441	0
5.660	+0.000000	-0.424287	-0.009457	-1.063791	-12.314901	-11.930061	-11.000000	-11.000000	2370	2451	0
5.670	+0.000000	-0.451226	-0.003386	-1.066839	-12.699742	-13.084583	-11.000000	-11.000000	2389	2418	0
5.680	+0.000000	-0.451226	-0.009341	-1.304265	-13.084583	-12.699742	-11.000000	-11.000000	2343	2423	0
5.690	+0.000000	-0.464695	-0.009808	-1.032505	-13.084583	-13.469423	-11.000000	-11.000000	2329	2413	0
5.700	+0.000000	-0.464695	-0.005021	-1.004101	-13.469423	-13.084583	-11.000000	-11.000000	2341	2384	0
5.710	+0.000000	-0.478165	-0.001635	-0.794968	-13.854263	-13.469423	-11.000000	-11.000000	2354	2368	0
5.720	+0.000000	-0.491634	-0.007356	-0.749466	-14.239105	-13.854263	-11.000000	-11.000000	2323	2386	0
5.730	+0.000000	-0.478165	-0.009574	-0.828268	-14.239105	-13.084583	-11.000000	-11.000000	2285	2367	0
5.740	+0.000000	-0.498369	-0.008990	-0.918206	-15.008786	-13.469423	-11.000000	-11.000000	2277	2354	0
5.750	+0.000000	-0.498369	-0.006071	-0.902309	-15.008786	-13.469423	-11.000000	-11.000000	2245	2297	0
5.760	+0.000000	-0.498369	-0.005254	-1.061700	-15.008786	-13.469423	-11.000000	-11.000000	2245	2290	0
5.770	+0.000000	-0.498369	-0.001985	-1.013435	-15.393627	-13.084583	-11.000000	-11.000000	2223	2240	0
5.780	+0.000000	-0.511838	-0.000234	-1.104144	-15.778467	-13.469423	-11.000000	-11.000000	2192	2194	0
5.790	+0.000000	-0.505103	-0.001751	-0.950508	-15.778467	-13.084583	-11.000000	-11.000000	2126	2141	0
5.800	+0.000000	-0.505103	+0.003503	-0.995344	-15.393627	-13.469423	-11.000000	-11.000000	2091	2061	0
5.810	+0.000000	-0.511838	+0.008523	-0.842626	-15.778467	-13.469423	-11.000000	-11.000000	2063	1990	0
5.820	+0.000000	-0.518573	+0.004670	-1.012201	-15.778467	-13.854263	-11.000000	-11.000000	1946	1906	0
5.830	+0.000000	-0.511838	+0.001051	-0.727042	-15.778467	-13.469423	-11.000000	-11.000000	1876	1867	0
5.840	+0.000000	-0.525308	+0.009457	-0.849159	-15.778467	-14.239105	-11.000000	-11.000000	1851	1770	0
5.850	+0.000000	-0.525308	+0.018331	-0.609983	-16.163309	-13.854263	-11.000000	-11.000000	1792	1635	0
5.860	+0.000000	-0.532042	+0.021367	-0.696582	-15.778467	-14.623946	-11.000000	-11.000000	1691	1508	0
5.870	+0.000000	-0.525308	+0.027788	-0.472217	-15.778467	-14.239105	-11.000000	-11.000000	1650	1412	0
5.880	+0.000000	-0.545512	+0.036195	-0.486997	-16.163309	-15.008786	-11.000000	-11.000000	1618	1308	0
5.890	+0.000000	-0.532042	+0.045769	-0.458216	-15.778467	-14.623946	-11.000000	-11.000000	1564	1172	0
5.900	+0.000000	-0.545512	+0.056745	-0.458759	-16.163309	-15.008786	-11.000000	-11.000000	1566	1080	0
5.910	+0.000000	-0.552246	+0.063400	-0.394145	-16.163309	-15.393627	-11.000000	-11.000000	1520	977	0
5.920	+0.000000	-0.538777	+0.076126	-0.280162	-15.778467	-15.008786	-11.000000	-11.000000	1567	915	0
5.930	+0.000000	-0.552246	+0.083365	-0.263758	-15.778467	-15.778467	-11.000000	-11.000000	1552	838	0
5.940	+0.000000	-0.552246	+0.088386	-0.029001	-16.163309	-15.393627	-0.554188	-0.533244	1535	778	0
5.950	+0.000000	-0.558981	+0.099361	-0.125302	-16.163309	-15.778467	-11.000000	-11.000000	1554	703	0
5.960	+0.000000	-0.552246	+0.113022	-0.167885	-16.163309	-15.393627	-11.000000	-11.000000	1594	626	0
5.970	+0.000000	-0.552246	+0.111621	-0.103739	-15.778467	-15.778467	-11.000000	-11.000000	1600	644	0
5.980	+0.000000	-0.558981	+0.117926	-0.050151	-16.163309	-15.778467	-6.464956	-6.454484	1646	636	0
5.990	+0.000000	-0.558981	+0.111738	+0.091825	-16.163309	-15.778467	+11.000000	+11.000000	1626	669	0
6.000	+0.000000	-0.457960	+0.126799	+0.140414	-13.469423	-12.699742	+11.000000	+11.000000	1681	595	0
6.010	+0.000000	-0.249184	+0.128201	+0.287421	-7.311973	-6.927132	+11.000000	+11.000000	1696	598	0
6.020	+0.000000	-0.067347	+0.122246	-0.042883	-1.924203	-1.924203	-11.000000	-11.000000	1671	624	0
6.030	+0.000000	-0.047143	+0.132054	-0.110020	-1.539363	-1.154522	-11.000000	-11.000000	1698	567	0
6.040	+0.000000	-0.195307	+0.128201	+0.025925	-5.387769	-5.772610	+5.674373	+5.663901	1680	582	0
6.050	+0.000000	-0.188572	+0.125165	+0.509977	-5.772610	-5.002929	+11.000000	+11.000000	1682	610	0
6.060	+0.000000	-0.074082	+0.129251	+0.642277	-2.309044	-1.924203	+11.000000	+11.000000	1691	584	0
6.070	+0.000000	+0.087551	+0.123647	+0.972107	+2.309044	+2.693885	+11.000000	+11.000000	1651	592	0
6.080	+0.000000	+0.134694	+0.132871	+1.081511	+3.463566	+4.233247	+11.000000	+11.000000	1666	528	0
6.090	+0.000000	+0.181837	+0.134973	+0.873073	+5.002929	+5.387769	+11.000000	+11.000000	1654	498	0
6.100	+0.000000	+0.262654	+0.143496	+0.801503	+6.927132	+8.081655	+11.000000	+11.000000	1680	451	0
6.110	+0.000000	+0.316531	+0.150852	+0.786044	+8.851336	+9.236176	+11.000000	+11.000000	1692	400	0
6.120	+0.000000	+0.336736	+0.148633	+0.809292	+9.236176	+10.005857	+11.000000	+11.000000	1650	377	0
6.130	+0.000000	+0.383879	+0.145831	+0.829349	+10.775538	+11.160379	+11.000000	+11.000000	1659	410	0
6.140	+0.000000	+0.404083	+0.144897	+0.731175	+11.545220	+11.545220	+11.000000	+11.000000	1667	426	0
6.150	+0.000000	+0.424287	+0.149801	+0.650693	+12.314901	+11.930061	+11.000000	+11.000000	1698	415	0
6.160	+0.000000	+0.444491	+0.144780	+0.592838	+12.699742	+12.699742	+11.000000	+11.000000	1696	456	0
6.170	+0.000000	+0.451226	+0.151435	+0.779363	+13.084583	+12.699742	+11.000000	+11.000000	1718	421	0
6.180	+0.000000	+0.471430	+0.140927	+0.898289	+13.854263	+13.084583	+11.000000	+11.000000	1703	496	0
6.190	+0.000000	+0.471430	+0.140343	+0.849279	+13.854263	+13.084583	+11.000000	+11.000000	1751	549	0
6.200	+0.000000	+0.491634	+0.133338	+0.866718	+14.239105	+13.854263	+11.000000	+11.000000	1767	625	0
6.210	+0.000000	+0.484899	+0.131820	+0.835002	+14.623946	+13.084583	+11.000000	+11.000000	1799	670	0
6.220	+0.000000	+0.498369	+0.128201	+0.567016	+14.623946	+13.854263	+11.000000	+11.000000	1802	704	0
6.230	+0.000000	+0.491634	+0.122946	+0.782102	+14.623946	+13.469423	+11.000000	+11.000000	1776	723	0
6.240	+0.000000	+0.505103	+0.116291	+0.557928	+15.008786	+13.854263	+11.000000	+11.000000	1802	806	0
6.250	+0.000000	+0.511838	+0.112321	+0.695210	+15.393627	+13.854263	+11.000000	+11.000000	1770	808	0
6.260	+0.000000	+0.511838	+0.105082	+0.443254	+15.393627	+13.854263	+11.000000	+11.000000	1754	854	0
6.270	+0.000000	+0.511838	+0.098661	+0.448840	+15.008786	+14.239105	+11.000000	+11.000000	1744	899	0
6.280	+0.000000	+0.518573	+0.094457	+0.527206	+15.778467	+13.854263	+11.000000	+11.000000	1760	951	0
6.290	+0.000000	+0.518573	+0.093757	+0.247710	+15.393627	+14.239105	+11.000000	+11.000000	1779	976	0
6.300	+0.000000	+0.525308	+0.097260	+0.263994	+15.778467	+14.239105	+11.000000	+11.000000	1764	931	0
6.310	+0.000000	+0.538777	+0.104732	+0.291263	+16.163309	+14.623946	+11.000000	+11.000000	1818	921	0
6.320	+0.000000	+0.525308	+0.101930	+0.361234	+15.778467	+14.239105	+11.000000	+11.000000	1808	935	0
6.330	+0.000000	+0.532042	+0.094808	+0.337992	+15.778467	+14.623946	+11.000000	+11.000000	1850	1038	0
6.340	+0.000000	+0.545512	+0.081497	+0.360927	+16.163309	+15.008786	+11.000000	+11.000000	1811	1113	0
6.350	+0.000000	+0.538777	+0.067486	+0.299223	+16.163309	+14.623946	+11.000000	+11.000000	1771	1193	0
6.360	+0.000000	+0.538777	+0.062232	+0.382371	+15.778467	+15.008786	+11.000000	+11.000000	1751	1218	0
6.370	+0.000000	+0.545512	+0.048338	+0.357274	+16.163309	+15.008786	+11.000000	+11.000000	1691	1277	0
6.380	+0.000000	+0.552246	+0.041099	+0.340980	+16.163309	+15.393627	+11.000000	+11.000000	1680	1328	0
6.390	+0.000000	+0.558981	+0.038180	+0.259265	+16.548149	+15.393627	+11.000000	+11.000000	1671	1344	0
6.400	+0.000000	+0.552246	+0.030124	+0.085237	+16.163309	+15.393627	+9.308469	+9.287525	1646	1388	0
6.410	+0.000000	+0.572450	+0.020549	+0.170373	+16.932989	+15.778467	+11.000000	+11.000000	1643	1467	0
6.420	+0.000000	+0.552246	+0.017514	+0.113455	+16.163309	+15.393627	+11.000000	+11.000000	1680	1530	0
6.430	+0.000000	+0.552246	+0.009341	+0.020396	+16.163309	+15.393627	+1.711628	+1.690684	1678	1598	0
6.440	+0.000000	+0.565716	+0.001868	+0.025284	+16.548149	+15.778467	+4.015515	+3.994571	1744	1728	0
6.450	+0.000000	+0.552246	-0.004320	+0.033733	+15.778467	+15.778467	+5.217783	+5.217783	1803	1840	0
6.460	+0.000000	+0.552246	-0.005371	-0.163283	+16.163309	+15.393627	-11.000000	-11.000000	1909	1955	0
6.470	+0.000000	+0.451226	-0.009691	-0.420662	+12.699742	+13.084583	-11.000000	-11.000000	1994	2077	0
6.480	+0.000000	+0.242450	-0.006772	+0.172381	+6.927132	+6.927132	+11.000000	+11.000000	2083	2141	0
6.490	+0.000000	+0.181837	-0.008523	-0.307560	+5.002929	+5.387769	-11.000000	-11.000000	2114	2187	0
6.500	+0.000000	+0.161633	-0.010041	-0.498921	+4.618088	+4.618088	-11.000000	-11.000000	2147	2233	0
6.510	+0.000000	+0.000000	-0.009457	-0.876695	-0.000000	+0.000000	-11.000000	-11.000000	2159	2240	0
6.520	+0.000000	-0.107755	-0.011209	-0.450139	-3.078725	-3.078725	-11.000000	-11.000000	2175	2271	0
6.530	+0.000000	-0.188572	-0.006772	-0.233035	-5.387769	-5.387769	-11.000000	-11.000000	2172	2230	0
6.540	+0.000000	-0.249184	-0.005137	-0.264220	-7.696814	-6.542292	-11.000000	-11.000000	2147	2191	0
6.550	+0.000000	-0.303062	-0.008990	-0.106177	-8.851336	-8.466495	-11.000000	-11.000000	2061	2138	0
6.560	+0.000000	-0.350205	-0.007356	-0.427086	-10.390698	-9.621017	-11.000000	-11.000000	2001	2064	0
6.570	+0.000000	-0.377144	-0.000117	-0.401214	-10.775538	-10.775538	-11.000000	-11.000000	1983	1984	0
6.580	+0.000000	-0.410817	-0.003853	-0.226653	-11.930061	-11.545220	-11.000000	-11.000000	1898	1931	0
6.590	+0.000000	-0.431022	-0.004904	-0.363976	-12.314901	-12.314901	-11.000000	-11.000000	1862	1904	0
6.600	+0.000000	-0.451226	-0.000701	-0.355680	-13.084583	-12.699742	-11.000000	-11.000000	1819	1825	0
6.610	+0.000000	-0.471430	-0.002102	-0.546291	-13.469423	-13.469423	-11.000000	-11.000000	1749	1767	0
6.620	+0.000000	-0.478165	+0.003620	-0.645045	-13.854263	-13.469423	-11.000000	-11.000000	1754	1723	0
6.630	+0.000000	-0.484899	+0.003853	-0.521957	-13.854263	-13.854263	-11.000000	-11.000000	1719	1686	0
6.640	+0.000000	-0.505103	+0.008173	-0.357919	-14.623946	-14.239105	-11.000000	-11.000000	1712	1642	0
6.650	+0.000000	-0.511838	+0.017163	-0.238570	-14.623946	-14.623946	-11.000000	-11.000000	1682	1535	0
6.660	+0.000000	-0.511838	+0.017981	-0.222378	-14.623946	-14.623946	-11.000000	-11.000000	1667	1513	0
6.670	+0.000000	-0.525308	+0.032109	-0.273552	-15.008786	-15.008786	-11.000000	-11.000000	1717	1442	0
6.680	+0.000000	-0.525308	+0.034210	-0.131781	-15.008786	-15.008786	-11.000000	-11.000000	1719	1426	0
6.690	+0.000000	-0.532042	+0.038063	-0.139590	-15.393627	-15.008786	-11.000000	-11.000000	1744	1418	0
6.700	+0.000000	-0.538777	+0.045769	-0.122725	-15.393627	-15.393627	-11.000000	-11.000000	1735	1343	0
6.710	+0.000000	-0.538777	+0.065151	-0.160346	-15.393627	-15.393627	-11.000000	-11.000000	1791	1233	0
6.720	+0.000000	-0.545512	+0.072857	-0.181576	-15.393627	-15.778467	-11.000000	-11.000000	1776	1152	0
6.730	+0.000000	-0.545512	+0.088036	-0.157668	-15.778467	-15.393627	-11.000000	-11.000000	1793	1039	0
6.740	+0.000000	-0.552246	+0.086168	-0.195058	-15.778467	-15.778467	-11.000000	-11.000000	1746	1008	0
6.750	+0.000000	-0.552246	+0.089203	-0.083055	-15.778467	-15.778467	-10.022946	-10.022946	1742	978	0
6.760	+0.000000	-0.552246	+0.091071	-0.046031	-15.778467	-15.778467	-6.160705	-6.160705	1746	966	0
6.770	+0.000000	-0.558981	+0.093874	-0.289040	-16.163309	-15.778467	-11.000000	-11.000000	1716	912	0
6.780	+0.000000	-0.552246	+0.098427	-0.197057	-15.778467	-15.778467	-11.000000	-11.000000	1723	880	0
6.790	+0.000000	-0.565716	+0.110103	-0.077728	-16.163309	-16.163309	-9.178146	-9.178146	1773	830	0
6.800	+0.000000	-0.558981	+0.113489	-0.008774	-15.778467	-16.163309	-0.498199	-0.508671	1751	779	0
6.810	+0.000000	-0.565716	+0.118743	-0.012402	-16.163309	-16.163309	-2.208916	-2.208916	1773	756	0
6.820	+0.000000	-0.558981	+0.130536	-0.054028	-15.778467	-16.163309	-8.563311	-8.573783	1763	645	0
6.830	+0.000000	-0.552246	+0.140110	+0.231476	-15.778467	-15.778467	+11.000000	+11.000000	1807	607	0
6.840	+0.000000	-0.464695	+0.145364	+0.371696	-13.469423	-13.084583	+11.000000	+11.000000	1744	499	0
6.850	+0.000000	-0.249184	+0.161827	+0.472087	-7.311973	-6.927132	+11.000000	+11.000000	1744	358	0
6.860	+0.000000	-0.067347	+0.172335	-0.284264	-1.924203	-1.924203	-11.000000	-11.000000	1744	268	0
6.870	+0.000000	-0.047143	+0.168832	-0.495554	-1.154522	-1.539363	-11.000000	-11.000000	1725	279	0
6.880	+0.000000	-0.188572	+0.168482	+0.107357	-5.772610	-5.002929	+11.000000	+11.000000	1719	276	0
6.890	+0.000000	-0.154898	+0.169416	-0.111152	-4.618088	-4.233247	-11.000000	-11.000000	1723	272	0
6.900	+0.000000	-0.074082	+0.176538	+0.102151	-2.309044	-1.924203	+11.000000	+11.000000	1719	207	0
6.910	+0.000000	-0.080817	+0.182143	+0.517425	-2.693885	-1.924203	+11.000000	+11.000000	1727	167	0
